,date,accuracy,weighted_accuracy,accuracy_home,accuracy_draw,accuracy_away,macro_avg_precision,micro_avg_precision,weighted_precision,precision_home,precision_draw,precision_away,macro_avg_recall,micro_avg_recall,weighted_recall,recall_home,recall_draw,recall_away,macro_avg_f_mesure,micro_avg_f_mesure,weighted_f_mesure,f_mesure_home,f_mesure_draw,f_mesure_away,log_loss,loss_home,loss_draw,loss_away,mse_loss,ECE,ECE_home,ECE_draw,ECE_away,home_ECE_y,draw_ECE_y,away_ECE_y,home_ECE_p,draw_ECE_p,away_ECE_p,home_ECE_size,draw_ECE_size,away_ECE_size
0,2010-01-03,0.5714285714285714,0.7346938775510203,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.26666666666666666,0.5714285714285714,0.45714285714285713,0.8,0.0,0.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,1.0,0.0,0.0,0.29629629629629634,0.8,0.5079365079365079,0.888888888888889,0.0,0.0,0.8147338884112107,0.14141428571428571,0.2420571428571429,0.09272857142857141,0.1587333333333333,0.2371428571428571,0.23285714285714285,0.21714285714285714,0.2614285714285714,"[0, 0.0, 0.0, 0, 0.5, 1.0, 1.0, 0, 0, 0]","[0, 0.0, 0.4, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 0]","[0, 0.17, 0.3, 0, 0.475, 0.58, 0.655, 0, 0, 0]","[0, 0.19, 0.26, 0.37, 0, 0, 0, 0, 0, 0]","[0, 0.155, 0.22, 0, 0.42, 0.57, 0, 0, 0, 0]","[0, 1, 1, 0, 2, 1, 2, 0, 0, 0]","[0, 1, 5, 1, 0, 0, 0, 0, 0, 0]","[0, 4, 1, 0, 1, 1, 0, 0, 0, 0]"
1,2010-01-04,0.5714285714285714,0.7346938775510203,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.26666666666666666,0.5714285714285714,0.45714285714285713,0.8,0.0,0.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,1.0,0.0,0.0,0.29629629629629634,0.8,0.5079365079365079,0.888888888888889,0.0,0.0,0.8147338884112107,0.14141428571428571,0.2420571428571429,0.09272857142857141,0.1587333333333333,0.2371428571428571,0.23285714285714285,0.21714285714285714,0.2614285714285714,"[0, 0.0, 0.0, 0, 0.5, 1.0, 1.0, 0, 0, 0]","[0, 0.0, 0.4, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 0]","[0, 0.17, 0.3, 0, 0.475, 0.58, 0.655, 0, 0, 0]","[0, 0.19, 0.26, 0.37, 0, 0, 0, 0, 0, 0]","[0, 0.155, 0.22, 0, 0.42, 0.57, 0, 0, 0, 0]","[0, 1, 1, 0, 2, 1, 2, 0, 0, 0]","[0, 1, 5, 1, 0, 0, 0, 0, 0, 0]","[0, 4, 1, 0, 1, 1, 0, 0, 0, 0]"
2,2010-01-05,0.5714285714285714,0.7346938775510203,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.26666666666666666,0.5714285714285714,0.45714285714285713,0.8,0.0,0.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,1.0,0.0,0.0,0.29629629629629634,0.8,0.5079365079365079,0.888888888888889,0.0,0.0,0.8147338884112107,0.14141428571428571,0.2420571428571429,0.09272857142857141,0.1587333333333333,0.2371428571428571,0.23285714285714285,0.21714285714285714,0.2614285714285714,"[0, 0.0, 0.0, 0, 0.5, 1.0, 1.0, 0, 0, 0]","[0, 0.0, 0.4, 1.0, 0, 0, 0, 0, 0, 0]","[0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 0]","[0, 0.17, 0.3, 0, 0.475, 0.58, 0.655, 0, 0, 0]","[0, 0.19, 0.26, 0.37, 0, 0, 0, 0, 0, 0]","[0, 0.155, 0.22, 0, 0.42, 0.57, 0, 0, 0, 0]","[0, 1, 1, 0, 2, 1, 2, 0, 0, 0]","[0, 1, 5, 1, 0, 0, 0, 0, 0, 0]","[0, 4, 1, 0, 1, 1, 0, 0, 0, 0]"
3,2010-01-06,0.5294117647058824,0.6885813148788927,0.7058823529411765,0.6470588235294118,0.7058823529411765,0.3162393162393162,0.5294117647058824,0.3680241327300151,0.6153846153846154,0.0,0.3333333333333333,0.4166666666666667,0.5294117647058824,0.5294117647058824,1.0,0.0,0.25,0.34920634920634924,0.72,0.42577030812324934,0.761904761904762,0.0,0.28571428571428575,0.9272393940301407,0.1833470588235294,0.21212941176470587,0.1564411764705882,0.1839725490196078,0.14823529411764705,0.14411764705882352,0.1729411764705882,0.12764705882352942,"[0, 0.0, 0.0, 0.3333333333333333, 0.4, 0.75, 1.0, 0, 0, 0]","[0, 0.0, 0.4444444444444444, 0.25, 0.0, 0, 0, 0, 0, 0]","[0, 0.0, 0.25, 0.5, 0.0, 0.5, 0, 0, 0, 0]","[0, 0.17, 0.255, 0.36000000000000004, 0.454, 0.5675, 0.655, 0, 0, 0]","[0, 0.17333333333333334, 0.2611111111111111, 0.34, 0.41, 0, 0, 0, 0, 0]","[0, 0.16, 0.2375, 0.335, 0.42, 0.54, 0, 0, 0, 0]","[0, 1, 2, 3, 5, 4, 2, 0, 0, 0]","[0, 3, 9, 4, 1, 0, 0, 0, 0, 0]","[0, 6, 4, 4, 1, 2, 0, 0, 0, 0]"
4,2010-01-07,0.5294117647058824,0.6885813148788927,0.7058823529411765,0.6470588235294118,0.7058823529411765,0.3162393162393162,0.5294117647058824,0.3680241327300151,0.6153846153846154,0.0,0.3333333333333333,0.4166666666666667,0.5294117647058824,0.5294117647058824,1.0,0.0,0.25,0.34920634920634924,0.72,0.42577030812324934,0.761904761904762,0.0,0.28571428571428575,0.9272393940301407,0.1833470588235294,0.21212941176470587,0.1564411764705882,0.1839725490196078,0.14823529411764705,0.14411764705882352,0.1729411764705882,0.12764705882352942,"[0, 0.0, 0.0, 0.3333333333333333, 0.4, 0.75, 1.0, 0, 0, 0]","[0, 0.0, 0.4444444444444444, 0.25, 0.0, 0, 0, 0, 0, 0]","[0, 0.0, 0.25, 0.5, 0.0, 0.5, 0, 0, 0, 0]","[0, 0.17, 0.255, 0.36000000000000004, 0.454, 0.5675, 0.655, 0, 0, 0]","[0, 0.17333333333333334, 0.2611111111111111, 0.34, 0.41, 0, 0, 0, 0, 0]","[0, 0.16, 0.2375, 0.335, 0.42, 0.54, 0, 0, 0, 0]","[0, 1, 2, 3, 5, 4, 2, 0, 0, 0]","[0, 3, 9, 4, 1, 0, 0, 0, 0, 0]","[0, 6, 4, 4, 1, 2, 0, 0, 0, 0]"
5,2010-01-08,0.5294117647058824,0.6885813148788927,0.7058823529411765,0.6470588235294118,0.7058823529411765,0.3162393162393162,0.5294117647058824,0.3680241327300151,0.6153846153846154,0.0,0.3333333333333333,0.4166666666666667,0.5294117647058824,0.5294117647058824,1.0,0.0,0.25,0.34920634920634924,0.72,0.42577030812324934,0.761904761904762,0.0,0.28571428571428575,0.9272393940301407,0.1833470588235294,0.21212941176470587,0.1564411764705882,0.1839725490196078,0.14823529411764705,0.14411764705882352,0.1729411764705882,0.12764705882352942,"[0, 0.0, 0.0, 0.3333333333333333, 0.4, 0.75, 1.0, 0, 0, 0]","[0, 0.0, 0.4444444444444444, 0.25, 0.0, 0, 0, 0, 0, 0]","[0, 0.0, 0.25, 0.5, 0.0, 0.5, 0, 0, 0, 0]","[0, 0.17, 0.255, 0.36000000000000004, 0.454, 0.5675, 0.655, 0, 0, 0]","[0, 0.17333333333333334, 0.2611111111111111, 0.34, 0.41, 0, 0, 0, 0, 0]","[0, 0.16, 0.2375, 0.335, 0.42, 0.54, 0, 0, 0, 0]","[0, 1, 2, 3, 5, 4, 2, 0, 0, 0]","[0, 3, 9, 4, 1, 0, 0, 0, 0, 0]","[0, 6, 4, 4, 1, 2, 0, 0, 0, 0]"
6,2010-01-09,0.5294117647058824,0.6885813148788927,0.7058823529411765,0.6470588235294118,0.7058823529411765,0.3162393162393162,0.5294117647058824,0.3680241327300151,0.6153846153846154,0.0,0.3333333333333333,0.4166666666666667,0.5294117647058824,0.5294117647058824,1.0,0.0,0.25,0.34920634920634924,0.72,0.42577030812324934,0.761904761904762,0.0,0.28571428571428575,0.9272393940301407,0.1833470588235294,0.21212941176470587,0.1564411764705882,0.1839725490196078,0.14823529411764705,0.14411764705882352,0.1729411764705882,0.12764705882352942,"[0, 0.0, 0.0, 0.3333333333333333, 0.4, 0.75, 1.0, 0, 0, 0]","[0, 0.0, 0.4444444444444444, 0.25, 0.0, 0, 0, 0, 0, 0]","[0, 0.0, 0.25, 0.5, 0.0, 0.5, 0, 0, 0, 0]","[0, 0.17, 0.255, 0.36000000000000004, 0.454, 0.5675, 0.655, 0, 0, 0]","[0, 0.17333333333333334, 0.2611111111111111, 0.34, 0.41, 0, 0, 0, 0, 0]","[0, 0.16, 0.2375, 0.335, 0.42, 0.54, 0, 0, 0, 0]","[0, 1, 2, 3, 5, 4, 2, 0, 0, 0]","[0, 3, 9, 4, 1, 0, 0, 0, 0, 0]","[0, 6, 4, 4, 1, 2, 0, 0, 0, 0]"
7,2010-01-10,0.625,0.75,0.75,0.75,0.75,0.39333333333333337,0.625,0.48625,0.68,0.0,0.5,0.4583333333333333,0.625,0.625,1.0,0.0,0.375,0.41269841269841273,0.9090909090909091,0.5372023809523809,0.8095238095238095,0.0,0.42857142857142855,0.8724651716878673,0.18877187499999998,0.16658437499999998,0.15312499999999996,0.16949374999999997,0.11041666666666668,0.1934375,0.059062499999999976,0.07875000000000001,"[0, 0.0, 0.0, 0.2, 0.6363636363636364, 0.7142857142857143, 1.0, 1.0, 0, 0]","[0, 0.0, 0.26666666666666666, 0.3333333333333333, 0.0, 0, 0, 0, 0, 0]","[0, 0.1, 0.18181818181818182, 0.3333333333333333, 0.0, 0.6666666666666666, 1.0, 0, 0, 0]","[0, 0.17, 0.255, 0.36000000000000004, 0.45545454545454545, 0.5542857142857143, 0.6666666666666666, 0.74, 0, 0]","[0, 0.17285714285714285, 0.2546666666666667, 0.3433333333333333, 0.41, 0, 0, 0, 0, 0]","[0, 0.15300000000000002, 0.25363636363636366, 0.3383333333333333, 0.42, 0.54, 0.63, 0, 0, 0]","[0, 3, 2, 5, 11, 7, 3, 1, 0, 0]","[0, 7, 15, 9, 1, 0, 0, 0, 0, 0]","[0, 10, 11, 6, 1, 3, 1, 0, 0, 0]"
8,2010-01-11,0.6363636363636364,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.3974358974358974,0.6363636363636364,0.4988344988344988,0.6923076923076923,0.0,0.5,0.4583333333333333,0.6363636363636364,0.6363636363636364,1.0,0.0,0.375,0.41558441558441556,0.9333333333333333,0.5501770956316411,0.8181818181818181,0.0,0.42857142857142855,0.8547444717110162,0.18494545454545452,0.1622181818181818,0.14878787878787875,0.1653171717171717,0.11212121212121212,0.19515151515151516,0.06181818181818179,0.0793939393939394,"[0, 0.0, 0.0, 0.2, 0.6363636363636364, 0.7142857142857143, 1.0, 1.0, 0, 0]","[0, 0.0, 0.26666666666666666, 0.3333333333333333, 0.0, 0, 0, 0, 0, 0]","[0.0, 0.1, 0.18181818181818182, 0.3333333333333333, 0.0, 0.6666666666666666, 1.0, 0, 0, 0]","[0, 0.17, 0.255, 0.36000000000000004, 0.45545454545454545, 0.5542857142857143, 0.6666666666666666, 0.745, 0, 0]","[0, 0.16999999999999998, 0.2546666666666667, 0.3433333333333333, 0.41, 0, 0, 0, 0, 0]","[0.1, 0.15300000000000002, 0.25363636363636366, 0.3383333333333333, 0.42, 0.54, 0.63, 0, 0, 0]","[0, 3, 2, 5, 11, 7, 3, 2, 0, 0]","[0, 8, 15, 9, 1, 0, 0, 0, 0, 0]","[1, 10, 11, 6, 1, 3, 1, 0, 0, 0]"
9,2010-01-12,0.6363636363636364,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.3974358974358974,0.6363636363636364,0.4988344988344988,0.6923076923076923,0.0,0.5,0.4583333333333333,0.6363636363636364,0.6363636363636364,1.0,0.0,0.375,0.41558441558441556,0.9333333333333333,0.5501770956316411,0.8181818181818181,0.0,0.42857142857142855,0.8547444717110162,0.18494545454545452,0.1622181818181818,0.14878787878787875,0.1653171717171717,0.11212121212121212,0.19515151515151516,0.06181818181818179,0.0793939393939394,"[0, 0.0, 0.0, 0.2, 0.6363636363636364, 0.7142857142857143, 1.0, 1.0, 0, 0]","[0, 0.0, 0.26666666666666666, 0.3333333333333333, 0.0, 0, 0, 0, 0, 0]","[0.0, 0.1, 0.18181818181818182, 0.3333333333333333, 0.0, 0.6666666666666666, 1.0, 0, 0, 0]","[0, 0.17, 0.255, 0.36000000000000004, 0.45545454545454545, 0.5542857142857143, 0.6666666666666666, 0.745, 0, 0]","[0, 0.16999999999999998, 0.2546666666666667, 0.3433333333333333, 0.41, 0, 0, 0, 0, 0]","[0.1, 0.15300000000000002, 0.25363636363636366, 0.3383333333333333, 0.42, 0.54, 0.63, 0, 0, 0]","[0, 3, 2, 5, 11, 7, 3, 2, 0, 0]","[0, 8, 15, 9, 1, 0, 0, 0, 0, 0]","[1, 10, 11, 6, 1, 3, 1, 0, 0, 0]"
