date,accuracy
2010-01-03,0.7142857142857143
2010-01-04,0.7142857142857143
2010-01-05,0.7142857142857143
2010-01-06,0.5294117647058824
2010-01-07,0.5294117647058824
2010-01-08,0.5294117647058824
2010-01-09,0.5294117647058824
2010-01-10,0.625
2010-01-11,0.6363636363636364
2010-01-12,0.6363636363636364
2010-01-13,0.6363636363636364
2010-01-14,0.6363636363636364
2010-01-15,0.6363636363636364
2010-01-16,0.559322033898305
2010-01-17,0.5375
2010-01-18,0.5375
2010-01-19,0.5375
2010-01-20,0.5376344086021505
2010-01-21,0.5376344086021505
2010-01-22,0.5376344086021505
2010-01-23,0.5523809523809524
2010-01-24,0.5491803278688525
2010-01-25,0.5491803278688525
2010-01-26,0.5491803278688525
2010-01-27,0.5476190476190477
2010-01-28,0.5476190476190477
2010-01-29,0.5476190476190477
2010-01-30,0.5496688741721855
2010-01-31,0.5232558139534884
2010-02-01,0.5260115606936416
2010-02-02,0.5229885057471264
2010-02-03,0.5178571428571429
2010-02-04,0.5178571428571429
2010-02-05,0.5178571428571429
2010-02-06,0.5245901639344263
2010-02-07,0.5317073170731708
2010-02-08,0.5317073170731708
2010-02-09,0.5317073170731708
2010-02-10,0.5076142131979695
2010-02-11,0.5051020408163265
2010-02-12,0.5051020408163265
2010-02-13,0.5327102803738317
2010-02-14,0.521551724137931
2010-02-15,0.5236051502145923
2010-02-16,0.5288461538461539
2010-02-17,0.5372340425531915
2010-02-18,0.5372340425531915
2010-02-19,0.5372340425531915
2010-02-20,0.5435897435897435
2010-02-21,0.5409090909090909
2010-02-22,0.5429864253393665
2010-02-23,0.5380952380952381
2010-02-24,0.5435897435897435
2010-02-25,0.5435897435897435
2010-02-26,0.5435897435897435
2010-02-27,0.5420560747663551
2010-02-28,0.5296610169491526
2010-03-01,0.5296610169491526
2010-03-02,0.5260663507109005
2010-03-03,0.5473684210526316
2010-03-04,0.544973544973545
2010-03-05,0.5478723404255319
2010-03-06,0.5454545454545454
2010-03-07,0.5265700483091788
2010-03-08,0.5215311004784688
2010-03-09,0.5161290322580645
2010-03-10,0.5
2010-03-11,0.5
2010-03-12,0.5
2010-03-13,0.5027322404371585
2010-03-14,0.5098039215686274
2010-03-15,0.5145631067961165
2010-03-16,0.48677248677248675
2010-03-17,0.49707602339181284
2010-03-18,0.49411764705882355
2010-03-19,0.4970414201183432
2010-03-20,0.4897959183673469
2010-03-21,0.4722222222222222
2010-03-22,0.4722222222222222
2010-03-23,0.45918367346938777
2010-03-24,0.45789473684210524
2010-03-25,0.4583333333333333
2010-03-26,0.453125
2010-03-27,0.45454545454545453
2010-03-28,0.463519313304721
2010-03-29,0.4661016949152542
2010-03-30,0.460093896713615
2010-03-31,0.46596858638743455
2010-04-01,0.46596858638743455
2010-04-02,0.46596858638743455
2010-04-03,0.46596858638743455
2010-04-04,0.46601941747572817
2010-04-05,0.46601941747572817
2010-04-06,0.46601941747572817
2010-04-07,0.478494623655914
2010-04-08,0.483695652173913
2010-04-09,0.489010989010989
2010-04-10,0.47029702970297027
2010-04-11,0.48214285714285715
2010-04-12,0.48214285714285715
2010-04-13,0.485
2010-04-14,0.4656084656084656
2010-04-15,0.4656084656084656
2010-04-16,0.4631578947368421
2010-04-17,0.4672897196261682
2010-04-18,0.4595744680851064
2010-04-19,0.4641350210970464
2010-04-20,0.46411483253588515
2010-04-21,0.48148148148148145
2010-04-22,0.48148148148148145
2010-04-23,0.48148148148148145
2010-04-24,0.4791666666666667
2010-04-25,0.46226415094339623
2010-04-26,0.4669811320754717
2010-04-27,0.4564102564102564
2010-04-28,0.4476744186046512
2010-04-29,0.4437869822485207
2010-04-30,0.4437869822485207
2010-05-01,0.4479166666666667
2010-05-02,0.4507042253521127
2010-05-03,0.44651162790697674
2010-05-04,0.4474885844748858
2010-05-05,0.4479638009049774
2010-05-06,0.4479638009049774
2010-05-07,0.4479638009049774
2010-05-08,0.4479638009049774
2010-05-09,0.44813278008298757
2010-05-10,0.44813278008298757
2010-05-11,0.4657534246575342
2010-05-12,0.4517766497461929
2010-05-13,0.4517766497461929
2010-05-14,0.4517766497461929
2010-05-15,0.45989304812834225
2010-05-16,0.47474747474747475
2010-05-17,0.4744897959183674
2010-05-18,0.47093023255813954
2010-05-19,0.48344370860927155
2010-05-20,0.47651006711409394
2010-05-21,0.47651006711409394
2010-05-22,0.47651006711409394
2010-05-23,0.47651006711409394
2010-05-24,0.47651006711409394
2010-05-25,0.47244094488188976
2010-05-26,0.5
2010-05-27,0.49514563106796117
2010-05-28,0.504950495049505
2010-05-29,0.5
2010-05-30,0.5
2010-05-31,0.5
2010-06-01,0.5064935064935064
2010-06-02,0.5178571428571429
2010-06-03,0.5370370370370371
2010-06-04,0.54
2010-06-05,0.5757575757575758
2010-06-06,0.5757575757575758
2010-06-07,0.5757575757575758
2010-06-08,0.5757575757575758
2010-06-09,0.7692307692307693
2010-06-10,0.7692307692307693
2010-06-11,0.7692307692307693
2010-06-12,0.7692307692307693
2010-06-13,0.6666666666666666
2010-06-14,0.6875
2010-06-15,0.7222222222222222
2010-06-16,0.6
2010-06-17,0.6
2010-06-18,0.5714285714285714
2010-06-19,0.625
2010-06-20,0.5
2010-06-21,0.5454545454545454
2010-06-22,0.5454545454545454
2010-06-23,0.5454545454545454
2010-06-24,0.6153846153846154
2010-06-25,0.6666666666666666
2010-06-26,0.625
2010-06-27,0.6111111111111112
2010-06-28,0.6
2010-06-29,0.6
2010-06-30,0.6
2010-07-01,0.6
2010-07-02,0.6
2010-07-03,0.6
2010-07-04,0.5909090909090909
2010-07-05,0.5909090909090909
2010-07-06,0.5909090909090909
2010-07-07,0.5909090909090909
2010-07-08,0.5652173913043478
2010-07-09,0.5652173913043478
2010-07-10,0.5652173913043478
2010-07-11,0.5652173913043478
2010-07-12,0.5416666666666666
2010-07-13,0.5909090909090909
